filename,width,height,class,xmin,ymin,xmax,ymax
1203.jpg,854,480,cow,268,176,586,396
1140.jpg,854,480,cow,483,102,662,392
715.jpg,854,480,cow,411,176,502,440
840.jpg,854,480,cow,160,131,540,480
840.jpg,854,480,cow,321,139,846,470
34.jpg,854,480,cow,273,165,617,385
970.jpg,854,480,cow,1,197,662,477
400.jpg,1280,720,cow,739,155,1198,711
955.jpg,854,480,cow,15,84,517,480
677.jpg,640,360,cow,272,131,479,277
677.jpg,640,360,cow,178,125,315,227
364.jpg,854,480,cow,37,194,570,479
1121.jpg,854,480,cow,1,50,338,478
1016.jpg,854,480,cow,1,106,644,461
1082.jpg,854,480,cow,155,197,404,473
748.jpg,854,480,cow,304,158,850,477
150.jpg,854,480,cow,159,95,520,480
829.jpg,854,480,cow,282,156,848,473
1066.jpg,854,480,cow,361,241,763,450
320.jpg,854,480,cow,320,214,474,475
625.jpg,1280,720,cow,354,192,1280,631
625.jpg,1280,720,cow,168,72,612,372
839.jpg,854,480,cow,110,148,473,463
839.jpg,854,480,cow,329,141,838,469
1262.jpg,854,480,cow,52,192,171,456
1262.jpg,854,480,cow,465,150,510,262
1262.jpg,854,480,cow,624,176,714,359
1033.jpg,854,480,cow,2,62,625,454
903.jpg,854,480,cow,334,69,621,198
903.jpg,854,480,cow,291,122,845,472
449.jpg,854,480,cow,458,217,544,314
92.jpg,854,480,cow,268,219,418,346
391.jpg,1280,720,cow,575,139,837,708
79.jpg,854,480,cow,301,202,441,327
878.jpg,854,480,cow,299,174,600,480
878.jpg,854,480,cow,548,239,772,480
1224.jpg,854,480,cow,372,125,529,389
761.jpg,854,480,cow,185,111,457,472
761.jpg,854,480,cow,512,151,847,465
588.jpg,1280,720,cow,536,191,649,362
588.jpg,1280,720,cow,706,226,895,443
588.jpg,1280,720,cow,854,315,1278,717
1193.jpg,854,480,cow,291,209,517,368
637.jpg,1280,720,cow,2,86,574,715
637.jpg,1280,720,cow,567,42,1254,714
637.jpg,1280,720,cow,346,9,646,114
1012.jpg,854,480,cow,18,129,686,479
363.jpg,854,480,cow,3,210,503,480
305.jpg,854,480,cow,277,214,408,475
1132.jpg,854,480,cow,312,43,671,381
968.jpg,854,480,cow,1,100,540,472
68.jpg,854,480,cow,293,207,539,389
845.jpg,854,480,cow,186,97,480,445
845.jpg,854,480,cow,433,154,854,455
89.jpg,854,480,cow,263,222,402,311
880.jpg,854,480,cow,351,140,661,480
880.jpg,854,480,cow,530,241,848,480
1242.jpg,854,480,cow,293,116,724,428
318.jpg,854,480,cow,296,256,460,475
366.jpg,854,480,cow,3,178,545,480
453.jpg,854,480,cow,442,189,583,303
306.jpg,854,480,cow,285,285,421,475
362.jpg,854,480,cow,3,237,536,479
1160.jpg,854,480,cow,395,108,510,206
1238.jpg,854,480,cow,368,211,564,409
1174.jpg,854,480,cow,5,58,455,477
1174.jpg,854,480,cow,510,49,850,417
1223.jpg,854,480,cow,348,97,509,399
1133.jpg,854,480,cow,306,86,672,397
701.jpg,854,480,cow,266,136,359,450
301.jpg,854,480,cow,227,209,420,477
1003.jpg,854,480,cow,133,116,811,480
1003.jpg,854,480,cow,131,114,809,478
54.jpg,854,480,cow,287,207,507,386
1064.jpg,854,480,cow,93,239,662,343
1064.jpg,854,480,cow,78,289,787,480
229.jpg,854,480,cow,141,119,678,479
1249.jpg,854,480,cow,346,216,517,420
571.jpg,854,480,cow,148,275,355,425
129.jpg,854,480,cow,374,174,576,475
9.jpg,640,360,cow,16,88,299,314
230.jpg,854,480,cow,203,152,734,477
938.jpg,854,480,cow,426,100,847,477
1123.jpg,854,480,cow,1,186,503,469
957.jpg,854,480,cow,76,76,603,477
925.jpg,854,480,cow,239,96,519,480
925.jpg,854,480,cow,5,206,275,480
887.jpg,854,480,cow,289,57,715,236
887.jpg,854,480,cow,332,123,854,463
576.jpg,854,480,cow,370,136,558,255
691.jpg,640,360,cow,2,2,360,341
512.jpg,854,480,cow,86,133,435,376
332.jpg,854,480,cow,242,212,662,476
636.jpg,1280,720,cow,21,89,568,708
636.jpg,1280,720,cow,577,45,1273,711
980.jpg,854,480,cow,27,73,516,480
412.jpg,1280,720,cow,188,281,270,388
412.jpg,1280,720,cow,268,270,347,415
412.jpg,1280,720,cow,822,229,926,400
412.jpg,1280,720,cow,919,257,1044,474
412.jpg,1280,720,cow,56,348,226,449
634.jpg,1280,720,cow,341,44,978,644
634.jpg,1280,720,cow,627,77,1280,720
897.jpg,854,480,cow,308,122,645,297
897.jpg,854,480,cow,290,174,851,476
357.jpg,854,480,cow,148,148,503,478
1167.jpg,854,480,cow,174,15,849,480
1022.jpg,854,480,cow,9,90,620,480
1078.jpg,854,480,cow,1,108,439,474
1078.jpg,854,480,cow,419,163,697,475
314.jpg,854,480,cow,348,214,473,452
986.jpg,854,480,cow,1,134,572,480
902.jpg,854,480,cow,312,82,643,245
902.jpg,854,480,cow,318,135,846,472
71.jpg,854,480,cow,277,201,536,376
529.jpg,854,480,cow,397,73,699,301
270.jpg,854,480,cow,158,96,492,478
1143.jpg,854,480,cow,50,103,467,479
456.jpg,854,480,cow,461,169,595,302
438.jpg,854,480,cow,191,2,848,471
1102.jpg,854,480,cow,2,141,650,476
975.jpg,854,480,cow,204,115,525,259
975.jpg,854,480,cow,1,243,756,475
1266.jpg,854,480,cow,5,137,314,440
521.jpg,854,480,cow,185,108,515,386
255.jpg,854,480,cow,380,156,601,475
1253.jpg,854,480,cow,258,1,464,473
775.jpg,854,480,cow,505,114,815,420
687.jpg,640,360,cow,18,1,452,293
120.jpg,854,480,cow,474,136,620,455
688.jpg,640,360,cow,8,1,435,281
1257.jpg,854,480,cow,351,106,451,359
582.jpg,854,480,cow,318,278,511,415
226.jpg,854,480,cow,296,90,832,478
476.jpg,854,480,cow,241,147,511,353
231.jpg,854,480,cow,317,206,775,475
1097.jpg,854,480,cow,3,135,590,480
830.jpg,854,480,cow,4,265,519,473
830.jpg,854,480,cow,275,147,842,471
877.jpg,854,480,cow,264,168,580,468
877.jpg,854,480,cow,528,232,844,480
78.jpg,854,480,cow,217,199,373,333
703.jpg,854,480,cow,276,131,488,463
663.jpg,640,360,cow,41,165,165,225
663.jpg,640,360,cow,147,128,300,226
663.jpg,640,360,cow,309,79,528,258
663.jpg,640,360,cow,518,108,632,231
1075.jpg,854,480,cow,5,134,522,476
1075.jpg,854,480,cow,470,168,709,476
1067.jpg,854,480,cow,179,184,366,475
1200.jpg,854,480,cow,181,159,371,397
1200.jpg,854,480,cow,508,145,851,480
1200.jpg,854,480,cow,249,130,324,214
867.jpg,854,480,cow,126,1,431,300
867.jpg,854,480,cow,399,2,840,475
249.jpg,854,480,cow,489,141,694,475
533.jpg,854,480,cow,48,155,323,411
108.jpg,854,480,cow,31,134,499,480
1185.jpg,854,480,cow,510,151,615,324
378.jpg,854,480,cow,360,146,646,452
978.jpg,854,480,cow,2,146,572,480
491.jpg,854,480,cow,201,204,513,404
1004.jpg,854,480,cow,1,81,573,459
1119.jpg,854,480,cow,2,175,444,480
1058.jpg,854,480,cow,35,99,712,480
784.jpg,854,480,cow,102,144,214,376
444.jpg,854,480,cow,314,213,382,320
392.jpg,1280,720,cow,563,122,811,705
806.jpg,854,480,cow,378,177,851,473
6.jpg,640,360,cow,30,91,346,327
988.jpg,854,480,cow,1,40,642,462
946.jpg,854,480,cow,1,97,557,480
101.jpg,854,480,cow,394,213,475,338
265.jpg,854,480,cow,346,129,506,423
458.jpg,854,480,cow,390,147,518,278
397.jpg,1280,720,cow,336,164,885,705
397.jpg,1280,720,cow,147,312,366,526
871.jpg,854,480,cow,196,1,467,327
871.jpg,854,480,cow,394,30,844,473
180.jpg,854,480,cow,5,109,447,475
186.jpg,854,480,cow,558,149,854,470
807.jpg,854,480,cow,378,164,850,476
1169.jpg,854,480,cow,1,3,559,475
1169.jpg,854,480,cow,568,58,852,478
1199.jpg,854,480,cow,310,116,651,480
1199.jpg,854,480,cow,269,7,334,68
1199.jpg,854,480,cow,232,111,336,360
1085.jpg,854,480,cow,1,169,384,480
1239.jpg,854,480,cow,338,198,573,427
333.jpg,854,480,cow,160,233,585,476
197.jpg,854,480,cow,486,150,819,476
483.jpg,854,480,cow,167,234,476,447
61.jpg,854,480,cow,277,211,516,403
1243.jpg,854,480,cow,233,120,734,438
523.jpg,854,480,cow,115,132,438,384
220.jpg,854,480,cow,3,90,648,476
1120.jpg,854,480,cow,3,158,441,478
551.jpg,854,480,cow,574,108,851,332
425.jpg,854,480,cow,175,146,271,250
396.jpg,1280,720,cow,444,164,894,708
396.jpg,1280,720,cow,154,308,380,525
865.jpg,854,480,cow,183,1,531,322
865.jpg,854,480,cow,467,11,846,475
490.jpg,854,480,cow,224,152,528,355
374.jpg,854,480,cow,390,104,569,414
815.jpg,854,480,cow,1,225,388,478
815.jpg,854,480,cow,331,117,849,477
728.jpg,854,480,cow,391,197,851,480
294.jpg,854,480,cow,195,188,732,479
945.jpg,854,480,cow,2,114,566,480
928.jpg,854,480,cow,2,103,497,474
615.jpg,1280,720,cow,599,170,1279,718
615.jpg,1280,720,cow,337,1,733,224
615.jpg,1280,720,cow,394,75,1066,504
561.jpg,854,480,cow,183,112,444,284
210.jpg,854,480,cow,352,160,612,476
1269.jpg,854,480,cow,102,124,372,411
65.jpg,854,480,cow,332,229,591,415
486.jpg,854,480,cow,398,58,655,270
286.jpg,854,480,cow,184,176,560,469
623.jpg,1280,720,cow,449,236,1280,634
623.jpg,1280,720,cow,393,160,712,462
785.jpg,854,480,cow,205,166,324,417
864.jpg,854,480,cow,219,130,626,475
864.jpg,854,480,cow,500,199,854,473
866.jpg,854,480,cow,179,1,487,268
866.jpg,854,480,cow,457,4,854,476
509.jpg,854,480,cow,293,103,628,340
1231.jpg,854,480,cow,580,359,852,478
855.jpg,854,480,cow,152,1,713,301
855.jpg,854,480,cow,339,16,854,480
21.jpg,640,360,cow,295,116,374,177
861.jpg,854,480,cow,79,27,670,384
861.jpg,854,480,cow,369,100,854,480
356.jpg,854,480,cow,105,147,496,475
1187.jpg,854,480,cow,392,190,496,367
128.jpg,854,480,cow,375,189,533,480
573.jpg,854,480,cow,186,238,319,376
892.jpg,854,480,cow,300,92,553,460
892.jpg,854,480,cow,479,160,852,478
302.jpg,854,480,cow,219,278,375,478
55.jpg,854,480,cow,299,214,544,352
713.jpg,854,480,cow,391,182,491,304
360.jpg,854,480,cow,164,176,564,475
913.jpg,854,480,cow,344,221,518,478
913.jpg,854,480,cow,424,244,848,479
86.jpg,854,480,cow,247,221,382,337
17.jpg,640,360,cow,231,80,431,215
103.jpg,854,480,cow,310,210,454,334
1211.jpg,854,480,cow,296,266,350,309
1211.jpg,854,480,cow,419,277,527,356
313.jpg,854,480,cow,365,223,504,447
653.jpg,640,360,cow,98,1,640,356
312.jpg,854,480,cow,408,208,526,441
473.jpg,854,480,cow,216,123,413,335
1164.jpg,854,480,cow,1,121,196,359
966.jpg,854,480,cow,1,95,587,478
706.jpg,854,480,cow,287,127,457,452
1263.jpg,854,480,cow,138,204,244,422
1263.jpg,854,480,cow,476,183,520,271
1263.jpg,854,480,cow,623,202,691,354
600.jpg,1280,720,cow,645,267,755,409
538.jpg,854,480,cow,458,111,733,331
1265.jpg,854,480,cow,146,279,237,397
1265.jpg,854,480,cow,395,192,469,296
419.jpg,854,480,cow,298,209,540,402
665.jpg,640,360,cow,81,28,474,360
665.jpg,640,360,cow,469,99,630,325
401.jpg,1280,720,cow,729,160,1184,705
737.jpg,854,480,cow,5,28,546,480
695.jpg,854,480,cow,262,101,531,374
475.jpg,854,480,cow,221,173,483,377
545.jpg,854,480,cow,480,104,771,316
771.jpg,854,480,cow,575,189,844,470
215.jpg,854,480,cow,432,160,849,473
958.jpg,854,480,cow,119,103,632,480
121.jpg,854,480,cow,406,183,552,480
985.jpg,854,480,cow,1,153,568,480
191.jpg,854,480,cow,345,176,651,476
1007.jpg,854,480,cow,1,93,631,475
3.jpg,640,360,cow,56,97,257,310
141.jpg,854,480,cow,428,129,633,480
725.jpg,854,480,cow,263,190,820,480
1032.jpg,854,480,cow,2,63,624,438
426.jpg,854,480,cow,148,151,260,261
498.jpg,854,480,cow,166,204,472,408
1259.jpg,854,480,cow,373,107,455,296
1259.jpg,854,480,cow,684,172,820,478
1104.jpg,854,480,cow,1,138,610,463
669.jpg,640,360,cow,470,182,631,326
669.jpg,640,360,cow,360,171,481,313
624.jpg,1280,720,cow,391,227,1280,680
624.jpg,1280,720,cow,230,135,623,522
481.jpg,854,480,cow,374,128,686,383
1191.jpg,854,480,cow,281,203,514,361
638.jpg,1280,720,cow,8,95,599,709
638.jpg,1280,720,cow,453,5,1276,712
638.jpg,1280,720,cow,304,1,699,132
13.jpg,640,360,cow,60,112,290,353
961.jpg,854,480,cow,39,106,627,480
954.jpg,854,480,cow,46,79,559,479
698.jpg,854,480,cow,183,122,462,440
1144.jpg,854,480,cow,4,170,494,480
1207.jpg,854,480,cow,262,204,634,430
1047.jpg,854,480,cow,3,128,658,480
38.jpg,854,480,cow,342,153,594,346
927.jpg,854,480,cow,89,93,593,480
35.jpg,854,480,cow,301,154,642,398
757.jpg,854,480,cow,269,131,548,458
757.jpg,854,480,cow,524,144,847,474
1008.jpg,854,480,cow,2,113,654,480
591.jpg,1280,720,cow,515,195,588,295
591.jpg,1280,720,cow,588,235,726,424
900.jpg,854,480,cow,269,20,561,172
900.jpg,854,480,cow,356,71,854,466
1070.jpg,854,480,cow,4,175,453,480
1070.jpg,854,480,cow,529,187,754,480
1015.jpg,854,480,cow,3,115,655,463
1098.jpg,854,480,cow,5,122,609,478
640.jpg,1280,720,cow,437,12,1280,717
640.jpg,1280,720,cow,2,103,619,714
640.jpg,1280,720,cow,320,4,649,98
570.jpg,854,480,cow,147,218,377,365
295.jpg,854,480,cow,283,197,761,476
439.jpg,854,480,cow,113,84,787,480
885.jpg,854,480,cow,317,49,613,291
885.jpg,854,480,cow,303,104,847,474
1197.jpg,854,480,cow,6,106,371,382
1197.jpg,854,480,cow,466,137,829,456
1197.jpg,854,480,cow,434,73,742,342
284.jpg,854,480,cow,186,128,611,411
139.jpg,854,480,cow,551,140,797,480
250.jpg,854,480,cow,377,176,570,475
299.jpg,854,480,cow,361,244,534,480
1090.jpg,854,480,cow,1,71,572,480
572.jpg,854,480,cow,184,244,344,394
116.jpg,854,480,cow,392,118,517,424
342.jpg,854,480,cow,1,248,266,480
335.jpg,854,480,cow,54,207,491,478
495.jpg,854,480,cow,109,138,420,339
492.jpg,854,480,cow,351,175,657,372
324.jpg,854,480,cow,257,204,545,438
801.jpg,854,480,cow,338,174,750,480
631.jpg,1280,720,cow,861,103,1280,720
631.jpg,1280,720,cow,292,8,904,559
783.jpg,854,480,cow,138,133,234,340
1026.jpg,854,480,cow,4,58,548,441
508.jpg,854,480,cow,167,107,493,356
1205.jpg,854,480,cow,247,202,594,407
779.jpg,854,480,cow,347,144,429,284
934.jpg,854,480,cow,1,97,566,480
950.jpg,854,480,cow,3,88,486,480
1005.jpg,854,480,cow,3,70,608,444
732.jpg,854,480,cow,241,80,396,380
732.jpg,854,480,cow,387,66,844,391
296.jpg,854,480,cow,365,189,705,477
741.jpg,854,480,cow,3,133,410,480
741.jpg,854,480,cow,714,193,850,480
1151.jpg,854,480,cow,1,142,486,478
32.jpg,854,480,cow,145,167,562,388
241.jpg,854,480,cow,87,155,264,479
144.jpg,854,480,cow,331,123,597,480
222.jpg,854,480,cow,259,97,790,475
1061.jpg,854,480,cow,112,205,854,480
271.jpg,854,480,cow,273,98,464,459
1202.jpg,854,480,cow,1,149,120,387
1202.jpg,854,480,cow,162,123,626,480
1202.jpg,854,480,cow,557,152,679,310
1027.jpg,854,480,cow,1,8,598,416
300.jpg,854,480,cow,219,179,456,475
1065.jpg,854,480,cow,160,210,408,480
1065.jpg,854,480,cow,298,284,846,477
280.jpg,854,480,cow,247,161,735,475
564.jpg,854,480,cow,402,157,673,332
339.jpg,854,480,cow,1,189,360,460
1154.jpg,854,480,cow,312,158,495,349
554.jpg,854,480,cow,312,118,613,324
394.jpg,1280,720,cow,466,191,902,707
394.jpg,1280,720,cow,163,319,375,538
917.jpg,854,480,cow,4,144,179,470
917.jpg,854,480,cow,169,134,844,480
153.jpg,854,480,cow,156,104,520,480
1118.jpg,854,480,cow,1,170,435,476
849.jpg,854,480,cow,196,1,505,235
849.jpg,854,480,cow,394,1,841,480
1208.jpg,854,480,cow,282,220,641,453
760.jpg,854,480,cow,581,154,842,344
929.jpg,854,480,cow,1,93,580,480
291.jpg,854,480,cow,177,189,631,475
1112.jpg,854,480,cow,7,164,439,476
1251.jpg,854,480,cow,213,272,353,439
1135.jpg,854,480,cow,477,62,705,303
657.jpg,640,360,cow,340,93,458,149
657.jpg,640,360,cow,440,58,592,142
967.jpg,854,480,cow,1,96,596,444
235.jpg,854,480,cow,315,155,666,479
471.jpg,854,480,cow,299,131,491,329
70.jpg,854,480,cow,289,207,535,390
1149.jpg,854,480,cow,1,118,449,480
641.jpg,1280,720,cow,401,12,1271,707
641.jpg,1280,720,cow,44,107,602,702
641.jpg,1280,720,cow,317,11,638,113
206.jpg,854,480,cow,5,197,548,475
1264.jpg,854,480,cow,159,255,261,401
1264.jpg,854,480,cow,455,161,536,278
209.jpg,854,480,cow,288,255,612,475
466.jpg,854,480,cow,320,124,474,289
1100.jpg,854,480,cow,4,125,626,466
705.jpg,854,480,cow,295,127,465,445
822.jpg,854,480,cow,192,136,851,475
1040.jpg,854,480,cow,4,58,626,480
436.jpg,854,480,cow,157,130,562,464
876.jpg,854,480,cow,272,188,589,480
678.jpg,640,360,cow,272,147,478,296
678.jpg,640,360,cow,180,147,311,233
431.jpg,854,480,cow,3,201,152,478
431.jpg,854,480,cow,382,176,434,275
716.jpg,854,480,cow,314,134,491,449
134.jpg,854,480,cow,426,133,654,479
355.jpg,854,480,cow,161,164,474,475
707.jpg,854,480,cow,291,128,463,454
152.jpg,854,480,cow,146,108,516,475
1111.jpg,854,480,cow,1,159,505,476
1076.jpg,854,480,cow,4,166,472,475
1076.jpg,854,480,cow,442,209,702,478
1028.jpg,854,480,cow,5,31,630,401
273.jpg,854,480,cow,139,43,614,373
1184.jpg,854,480,cow,451,154,590,340
963.jpg,854,480,cow,186,146,792,480
617.jpg,1280,720,cow,205,2,678,218
617.jpg,1280,720,cow,297,1,974,421
617.jpg,1280,720,cow,473,8,1266,605
12.jpg,640,360,cow,81,91,237,300
982.jpg,854,480,cow,1,60,533,469
155.jpg,854,480,cow,274,184,592,480
474.jpg,854,480,cow,310,198,390,407
872.jpg,854,480,cow,182,175,505,478
872.jpg,854,480,cow,526,246,843,468
126.jpg,854,480,cow,361,133,488,438
1201.jpg,854,480,cow,39,139,222,379
1201.jpg,854,480,cow,287,125,815,479
1201.jpg,854,480,cow,217,77,257,150
1180.jpg,854,480,cow,206,114,504,480
722.jpg,854,480,cow,544,178,813,478
304.jpg,854,480,cow,285,170,425,445
782.jpg,854,480,cow,319,130,410,305
791.jpg,854,480,cow,272,161,523,480
791.jpg,854,480,cow,552,130,608,291
1274.jpg,854,480,cow,23,113,405,428
743.jpg,854,480,cow,3,87,750,479
487.jpg,854,480,cow,1,163,154,370
1247.jpg,854,480,cow,386,162,651,406
820.jpg,854,480,cow,149,137,848,474
923.jpg,854,480,cow,475,33,767,480
923.jpg,854,480,cow,6,82,561,480
247.jpg,854,480,cow,458,178,668,478
727.jpg,854,480,cow,303,213,847,477
823.jpg,854,480,cow,205,136,854,480
933.jpg,854,480,cow,2,103,641,477
1166.jpg,854,480,cow,367,33,848,479
